"id","prevExp","jobResp","training","research","gathering","engage","metrics","socialMedia","degree","security","position","newsroom","researchFreq","engageFreq","subregion"
1842,"1","1:3,2:3,3:2,4:3,5:0,6:0,7:0,8:1,9:2,10:3,11:3,12:3,13:0,14:0,15:3,16:3,17:1,18:0,19:0,20:0,21:0,22:0,23:2,24:0,25:3","4,6,7,10,11,23,24","4,9,15","1,9,10,14,17,19,20","2,16","22","1:1,2:1,3:1,4:1,5:1,6:3,7:1,8:1,9:3,10:0,11:0,12:3","1","6,8","8",4,"1:3,2:2,3:1,4:3,5:1,6:3,7:0,8:2","1:3,2:2,3:1,4:3,5:3,6:2,7:2","Sub-Saharan Africa"
1845,"1,2","1:3,2:2,3:0,4:0,5:0,6:3,7:3,8:1,9:1,10:0,11:0,12:2,13:0,14:0,15:0,16:3,17:3,18:0,19:0,20:0,21:0,22:0,23:0,24:0,25:3","1,2,17,23,24","4,6,9,15","1,2,3,5,8,9,10,11,12,15,16,18,19,20","2,3,13,16","4,18,22","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3","1","6,8","8",4,"1:3,2:3,3:3,4:3,5:2,6:3,7:3,8:3","1:3,2:3,3:3,4:1,5:3,6:3,7:3","Sub-Saharan Africa"
1848,"1,2,3","1:2,2:2,3:3,4:1,6:2,7:2,8:2,9:1,10:2,11:1,12:2,13:2,14:1,15:2,16:3,17:3,18:1,19:0,20:1,21:2,22:2,23:1,24:2,25:2","1,5,19,23,24","1,3,4,15","1,2,3,5,7,8,9,10,11,12,14,16,17,18,19,20,21","2,4,13,16","20,21","1:3,2:3,3:3,4:2,5:3,6:3,7:3,8:2,9:3,10:2,11:2,12:3","null","6,8","1",4,"1:3,2:3,3:2,4:3,5:3,6:3,7:2,8:2","1:3,2:3,3:1,4:3,5:3,6:2,7:2","Latin America and the Caribbean"
1850,"1,3","1:3,2:0,3:2,4:2,5:0,6:0,7:2,8:3,9:0,10:1,11:3,12:3,13:0,14:0,15:1,16:0,17:0,18:0,19:0,20:0,21:1,22:1,23:1,24:0,25:1","4,14,16,17,18,19,23,24","1,4,12,15","1,2,5,9,18,20","2,11,16","2,4,7,9","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:1,11:1,12:1","2","6,8","8",1,"1:3,2:1,3:0,4:1,5:1,6:3,7:1,8:3","1:3,2:3,3:0,4:0,5:3,6:0,7:2","Sub-Saharan Africa"
1851,"1","1:2,2:3,3:1,4:2,5:2,6:2,7:3,8:3,9:3,10:3,11:3,12:3,13:2,14:2,15:2,16:2,17:2,18:2,19:3,20:3,21:3,22:3,23:2,24:2,25:2","2,4,5,6,9,10,23,24","1,4,9,15","1,2,4,5","1,3,13,16","1,3,6","1:2,2:2,3:2,4:3,5:3,6:3,7:3,8:2,9:2,10:3,11:3,12:3","1","2,4,8","8",1,"1:3,2:2,4:3,5:2,6:3,7:2,8:2","1:3,2:2,3:3,4:2,5:3,6:3,7:3","Sub-Saharan Africa"
1853,"1,2,3,5","1:3,2:3,3:1,4:2,6:3,7:3,8:3,9:1,10:3,11:3,12:3,13:0,14:0,15:1,16:3,17:3,18:1,19:1,20:2,21:2,22:2,23:2,24:3,25:3","1,7,16,23,24","1,4,8,15","1,2,5,8,9,14,17,20,21","2,3,11,16","1,2,4,5,8,16,17,19,20,21","1:3,2:2,3:3,4:3,5:3,6:3,7:1,8:1,9:2,10:3,11:3,12:2","1","2,3,8","8",4,"1:3,2:3,3:1,4:2,5:1,6:0,7:2,8:2","1:3,2:3,3:2,4:2,5:3,6:2,7:2","Sub-Saharan Africa"
1854,"1,3","1:3,2:2,3:1,4:3,5:0,6:0,7:0,8:3,9:2,10:1,11:3,12:3,13:1,14:0,15:1,16:2,17:2,18:3,19:2,20:1,21:3,22:3,23:2,24:1,25:2","2,4,5,12,19,20,23,24","1,4,5,15","1,2,9,18","2,16","1,2,6,7,19,20,21","1:3,2:3,3:3,4:3,5:2,6:3,7:3,8:1,9:2,10:1,11:1,12:2","1","2,8","5",1,"1:3,2:3,3:0,4:0,5:1,6:3,7:2,8:2","1:3,2:3,3:0,4:1,5:1,6:2,7:2","Sub-Saharan Africa"
1856,"1,3,6","1:3,2:1,3:3,4:1,5:2,6:0,7:3,8:3,9:3,10:2,11:2,12:3,13:0,14:0,15:0,16:2,17:2,18:0,19:0,20:0,21:0,22:0,23:0,24:0,25:0","1,2,8,14,20,23,24","1,2,9,15","1,2,9,10,16,17,18,19,20","2,16","22","1:3,2:2,3:3,4:2,5:2,6:3,7:2,8:2,9:2,10:3,11:3,12:3","1,4","6,8","8",6,"1:2,2:1,3:1,4:3,5:2,6:3,7:1,8:1","1:3,2:1,3:2,4:0,5:0,6:1,7:1","Europe"
1857,"1,3,4,6","1:1,2:1,3:1,4:1,5:1,6:2,7:0,8:2,9:3,10:3,11:2,12:3,13:1,14:0,15:2,16:3,17:3,18:0,19:0,20:0,21:0,22:0,23:1,24:1,25:1","1,4,15,19,23,24","1,4,12,15","1,2,7,10,12,13,15,18,20","1,2,12,16","1,4,18,21","1:3,2:3,3:2,4:1,5:3,6:2,7:2,8:3,9:3,10:3,11:2,12:3","1","4,8","6",4,"1:3,2:3,3:1,4:1,5:0,6:3,7:3,8:3","1:3,2:3,3:1,4:1,5:3,6:2,7:3","Sub-Saharan Africa"
1860,"6","1:3,2:2,3:3,4:3,5:3,6:0,7:3,8:3,9:3,10:3,11:3,12:3,13:3,14:0,15:3,16:3,17:3,18:3,19:3,20:3,21:3,22:3,23:3,24:3,25:3","2,8,18,23,24","1,2,4,15","1,5,7,10,12,14,17,18","4,5,13,16","null","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3","1","2,3,8","6",6,"1:3,2:3,3:3,4:3,5:1,6:3,7:3,8:3","1:3,2:3,3:2,4:2,5:3,6:3,7:3","Sub-Saharan Africa"
1861,"1,3,5","1:1,2:3,3:3,4:3,5:0,6:3,7:2,8:0,9:1,10:2,11:2,12:2,13:0,14:0,15:3,16:3,17:3,18:1,19:1,20:0,21:2,22:2,23:1,24:0,25:2","1,2,4,6,7,10,14,15,17,18,23,24","1,4,9,15","1,2,5,9,10,12,20,21","2,12,13,16","1,2,3,4,5,6,7,8,9,13,16","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:2,10:1,11:1,12:3","2","6,8","5",4,"1:3,2:2,3:2,4:3,5:1,6:3,7:1,8:2","1:3,2:3,3:1,4:1,5:1,6:1,7:1","Sub-Saharan Africa"
1862,"3","1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,14:0,15:0,16:0,17:0,18:0,19:0,20:0,21:0,22:0,23:0,24:0,25:0","5,9,17,23,24","4,9,15","1,8,9,20","2,16","22","1:3,2:3,3:3,4:2,5:3,6:3,7:3,8:2,9:2,10:2,11:3,12:2","4","6,8","8",6,"1:3,2:1,3:0,4:1,5:2,6:1,7:1,8:1","1:3,2:0,3:0,4:0,5:0,6:0,7:0","Sub-Saharan Africa"
1863,"2,4","1:3,2:3,3:2,4:2,5:1,6:0,7:0,8:3,9:3,10:3,11:1,12:1,13:0,14:0,15:3,16:1,17:1,18:0,19:0,20:0,21:0,22:0,23:0,24:0,25:3","1,4,5,8,9,13,23,24","13,15","9,14,20","13,16","22","1:0,2:0,3:1,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0","1","6,8","8",1,"1:1,2:1,3:1,4:1,5:0,6:0,7:0,8:1","1:1,2:1,3:0,4:0,5:0,6:0,7:0","Sub-Saharan Africa"
1867,"1,2,3,4,5,6","1:2,2:2,3:1,4:1,5:0,6:2,7:0,8:3,9:2,10:2,11:2,12:1,13:1,14:0,15:2,16:3,17:3,18:1,19:0,20:1,21:2,22:2,23:3,24:3,25:2","10,16,19,23,24","1,4,9,15","1,8,11,12,14,17,18,21","2,16","7,8,9,21","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3","1","6,8","8",6,"1:3,2:3,3:3,4:2,5:1,6:3,7:3,8:3","1:3,2:3,3:3,4:3,5:3,6:3,7:3","Sub-Saharan Africa"
1868,"1,3","1:3,2:2,3:1,4:1,5:1,6:0,7:0,8:1,9:1,10:1,11:2,12:3,13:2,14:0,15:2,16:2,17:3,18:0,19:0,20:0,21:0,22:0,23:0,24:0,25:3","4,6,7,10,11,23,24","1,15","1,2,8,14,18,20","2,12,13,16","1","1:3,2:3,4:2,5:3,6:3,7:2,8:0,9:2,10:0,11:0,12:2","1","6,8","6",1,"1:3,2:0,3:2,4:2,5:0,6:3,7:0,8:0","1:0,2:0,3:0,4:0,5:3,6:0,7:0","Sub-Saharan Africa"
1869,"1,2,4,6","1:3,2:3,3:2,4:2,5:0,6:2,7:2,9:2,11:2,13:0,15:2,16:2,18:3,20:2,21:3,24:2,25:3","1,14,15,19,23,24","3,4,6,9,12,15","2,8,11,12,17,21","1,3,4,7,11,12,13,16","1,8,16,18","1:3,2:3,3:2,6:3,7:3,10:2,11:2,12:2","1","6,8","5",6,"1:3,3:3,4:3,5:2,7:2,8:3","1:3,3:1,4:1,5:1,7:3","Sub-Saharan Africa"
1871,"1,2,3","1:3,2:0,3:3,4:0,5:0,6:0,7:0,8:3,9:0,10:0,11:3,12:3,13:0,14:0,15:0,16:3,17:0,18:0,19:0,20:0,21:0,22:0,23:0,24:0,25:3","14,15,18,23,24","4,15","1,9,20","2,5,16","21,22","1:3,2:1,3:1,4:1,5:3,6:3,7:2,8:1,9:3,10:3,11:3,12:3","1,4","6,8","7",1,"1:3,2:0,3:0,4:1,5:0,6:3,7:0,8:2","1:3,2:0,3:0,4:3,5:3,6:0,7:3","Latin America and the Caribbean"
1872,"5","1:3,2:3,3:3,4:2,5:2,6:3,7:1,8:1,9:1,10:1,11:3,12:3,13:1,14:1,15:1,16:3,17:3,18:1,19:1,20:1,21:1,22:1,23:3,24:1,25:3","2,8,9,23,24","1,3,4,15","1,3,9,10,12","2,4,7,16","14,21","1:3,2:3,3:2,4:0,5:3,6:3,7:3,8:1,9:3,10:1,11:3,12:3","null","6,8","7",6,"1:2,2:1,3:1,4:2,5:1,6:3,7:3,8:3","1:3,2:0,3:1,4:3,5:3,6:3,7:3","Latin America and the Caribbean"
1875,"1,4,6","1:3,2:1,3:0,4:0,5:0,6:2,7:0,8:3,9:3,10:3,11:3,12:3,13:1,14:0,15:3,16:3,17:1,18:0,19:0,20:0,21:3,22:3,23:1,24:1,25:1","4,15,18,23,24","4,5,7,15","1,2,5,8,9,10,12,14,18,20,21","1,2,13,16","2,4,5,6,7,8,9,10,11,14,16,17,18,19,20,21","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:2,10:1,11:1,12:3","1","6,8","7",1,"1:3,2:3,3:3,4:3,5:1,6:2,7:2,8:3","1:3,2:3,3:3,4:3,5:3,6:2,7:3","Sub-Saharan Africa"
1876,"1,2,6","1:3,2:3,3:1,4:2,5:1,6:2,7:2,8:2,9:2,10:2,11:2,12:2,13:1,14:1,15:2,16:2,17:2,18:2,19:1,20:2,21:1,22:1,23:1,24:1,25:1","2,4,6,7,18,23,24","1,4,9,15","1,2,5,7","1,2,11,16","2,6,7,21","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3","1","6,8","9",3,"1:3,2:3,3:3,4:2,5:1,6:3,7:1,8:1","1:3,2:2,3:1,4:1,5:2,6:1,7:1","Sub-Saharan Africa"
1879,"3","1:3,12:3","2,4,8,23,24","1,4,15","1,9,10","2,16","19","1:3,2:3,3:2,4:0,5:2,6:3,7:1,8:0,9:1,10:2,11:2,12:3","1","6,8","7",5,"1:2,4:2","1:01","Sub-Saharan Africa"
1881,"3","1:1,2:0,3:0,4:0,5:0,6:3,7:0,8:3,9:0,10:0,11:0,12:1,13:1,14:0,16:3,17:1,18:0,19:0,20:0,21:0,22:2,23:2,24:2,25:1","1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20,23,24","1,4,9,14,15","1,3,9,10,11,12,14,17,18,19,20","2,15,16","null","1:3,2:3,3:3,4:1,5:3,6:3,7:3,8:0,9:0,10:0,11:0,12:3","3","6,8","4",2,"1:3,2:3,4:3,5:3,6:3,8:3","1:03","Sub-Saharan Africa"
1883,"3","1:3,2:2,3:2,4:2,5:2,6:2,7:1,8:3,9:3,10:3,11:3,12:3,13:0,14:2,16:3,17:3,18:3,19:1,20:2,21:2,22:2,23:2,24:2,25:3","2,4,5,6,7,8,12,17,18,20,23,24","1,15","1,2,3,12,17,18","1,2,12,13,16","6,7,8,9,11,12,18,19,21","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3","null","2,8","4",5,"1:3,2:3,3:3,4:3,5:2,6:3,7:3,8:3","1:3,2:2,3:2,4:2,5:3,6:2,7:3","Sub-Saharan Africa"
1884,"1,2","1:2,2:3,3:2,4:2,5:0,6:0,7:0,8:3,9:0,10:0,11:3,12:3,13:3,14:0,15:0,16:3,17:3,18:1,19:0,20:0,22:0,23:3,24:0,25:3","5,23,24","1,4,9,15","3,20","1,2,3,4,11,13,16","22","1:1,2:3,3:3,4:2,5:2,6:3,7:3,8:1,10:3,11:3,12:0","1","1,8","8",1,"1:3,3:3,4:3,5:0,6:3,7:0,8:3","1:3,3:3,4:3,5:3,6:3,7:3","Latin America and the Caribbean"
1885,"1,2,3,4,5,6","1:3,2:0,3:0,4:0,5:0,6:0,7:1,8:3,9:3,10:3,11:2,12:2,13:0,14:0,15:3,16:1,17:1,18:0,19:0,20:0,21:2,22:2,23:2,24:3,25:2","4,15,19,23,24","1,5,7,15","1,2,5,7,8,9,16,18,20","14,16","1,2,3,4,6,7,8,9,16,17,18,19,20,21","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3","1","1,3,4,7,8","8",1,"1:2,2:3,3:2,4:1,5:0,6:2,7:1,8:1","1:0,2:0,3:0,4:0,5:0,6:0,7:0","Sub-Saharan Africa"
1886,"1,3,6","1:3,2:2,3:1,4:2,5:1,6:3,7:1,8:2,9:2,10:2,11:3,12:3,13:2,14:1,15:2,16:3,17:3,18:3,19:2,20:2,21:1,22:2,23:3,24:2,25:3","4,7,16,17,19,23,24","1,4,9,15","1,2,5,9,10,12,20","2,11,13,16","1,2,3,4,6,7,21","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3","1,4","8","5",1,"1:3,2:3,3:2,4:3,5:2,6:2,7:3,8:3","1:3,2:3,3:1,4:2,5:3,6:2,7:2","Sub-Saharan Africa"
1887,"1,3","1:3,2:2,3:0,4:1,5:0,6:0,7:0,8:1,9:0,10:0,11:1,12:2,13:2,14:0,15:0,16:2,17:3,18:0,19:0,20:0,21:3,22:3,23:1,24:0,25:2","6,7,16,23,24","1,4,15","1,2,9,18","2,5,16","1,2,4,6,7,8,19,21","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:2,9:3,10:0,11:0,12:3","1","6,8","7",1,"1:3,2:2,3:0,4:2,5:1,6:3,7:0,8:1","1:3,2:3,3:0,4:3,5:1,6:0,7:0","Sub-Saharan Africa"
1888,"4","1:2,2:2,3:3,4:0,5:0,6:0,7:0,8:2,9:1,10:2,11:0,12:2,13:0,14:0,15:1,16:3,17:3,18:0,19:0,20:0,21:0,22:1,23:0,24:0,25:1","5,8,12,23,24","1,4,9,15","1,9,10,17,18","2,16","21","1:3,2:0,3:3,4:0,5:0,6:2,7:3,8:0,9:0,10:0,11:0,12:0","1,4","6,8","3",4,"1:2,2:0,3:0,4:3,5:0,6:3,7:0,8:1","1:3,2:0,3:0,4:0,5:3,6:0,7:0","Latin America and the Caribbean"
1889,"1,4,5,6","1:3,2:1,3:0,4:0,5:0,6:1,7:1,8:3,9:3,10:3,11:1,12:2,13:0,14:0,15:3,16:1,17:1,18:2,19:2,20:3,21:3,22:3,23:3,24:2,25:3","1,7,14,23,24","4,14,15","1,2,9,14,16,17,20,21","1,2,7,9,16","1,2,3,7,9,14,16,21","1:3,2:3,3:2,4:0,5:2,6:2,7:3,8:1,9:3,10:0,11:1,12:3","4","1,7,8","7",4,"1:2,2:2,3:0,4:0,5:0,6:0,7:0,8:1","1:3,2:2,3:0,4:0,5:0,6:0,7:2","Sub-Saharan Africa"
1891,"1,4","1:2,2:1,3:1,4:2,5:0,6:0,7:2,8:1,9:2,10:2,11:2,12:2,13:1,14:0,15:2,16:1,17:0,18:0,19:0,20:0,21:2,22:2,23:2,24:0,25:1","7,16,17,23,24","6,9,11,15","1,2,5,8,9,10,14,16,18,20","2,16","1,2,4,7,8,10,11,17,18,19,20","1:3,2:2,3:2,4:2,5:2,6:1,7:2,8:2,9:2,10:0,11:1,12:3","1","6,8","8",1,"1:2,2:1,3:1,4:2,5:0,6:2,7:0,8:2","1:3,2:3,3:0,4:2,5:0,6:0,7:0","Sub-Saharan Africa"
1892,"1,3","1:2,2:2,3:0,4:2,5:0,6:0,7:1,8:2,9:1,10:1,11:3,12:3,13:1,14:0,15:1,16:2,17:2,18:0,19:0,20:1,21:0,22:0,23:3,24:1,25:2","5,10,11,23,24","1,4,5,15","1,2,12,18,19,20","2,5,12,16","4,6,8,9","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:2,10:3,11:3,12:3","1","8","8",4,"1:3,2:2,3:1,4:1,5:1,6:3,7:3,8:3","1:3,2:3,3:0,4:1,5:2,6:1,7:1","Sub-Saharan Africa"
1893,"3","1:3,2:2,3:2,4:2,5:2,6:2,7:2,8:2,9:2,10:2,11:3,12:3,13:2,14:2,15:2,16:3,17:3,18:2,19:2,20:1,21:2,22:1,23:1,24:1,25:3","5,8,23,24","1,15","3,8,20","2,16","23","1:3,2:3,3:3,4:2,5:2,6:3,7:3,8:3,9:3,10:2,11:3,12:3","1","6,8","7",1,"1:2,2:2,3:3,4:2,5:1,6:1,7:3,8:3","1:3,2:1,3:2,4:2,5:3,6:3,7:3","Sub-Saharan Africa"
1894,"1","1:0,2:3,3:0,4:0,5:0,6:1,7:0,8:2,9:0,10:0,11:1,12:0,13:0,14:0,15:1,16:3,17:3,18:2,19:0,20:1,21:1,22:1,23:2,24:1,25:3","4,6,7,23,24","4,15","1,2,5,10,12,14,16","2,16","22","1:3,2:3,3:3,4:3,5:3,6:2,7:3,8:2,9:1,10:1,11:1,12:2","1","6,8","10",1,"1:3,2:3,3:2,4:2,5:2,6:3,7:2,8:3","1:03","Sub-Saharan Africa"
1897,"1,3,5","1:3,2:2,3:0,4:1,5:0,6:2,7:1,8:0,9:0,10:0,11:1,12:2,13:2,14:0,15:1,16:3,17:2,18:0,19:0,20:0,21:1,22:1,23:1,24:0,25:0","2,5,8,21,23,24","1,4,9,15","1,2,9,10,11,12,13,17,18,20","2,16","1,2,4,6,7,8,11","1:3,2:3,3:3,4:3,5:2,6:2,7:3,8:3,9:3,10:1,11:2,12:3","1","6,8","5",1,"1:3,2:2,3:0,4:1,5:1,6:3,7:2,8:2","1:3,2:2,3:0,4:0,5:0,6:0,7:0","Sub-Saharan Africa"
1898,"2","1:3,2:3,3:3,4:3,5:1,6:2,7:1,8:2,9:2,10:2,11:3,12:3,13:3,14:3,15:2,16:3,17:3,18:2,19:2,20:1,21:2,22:2,23:1,24:1,25:1","1,2,7,9,15,16,17,18,23,24","1,4,15","1,2,5,9,10,11,18","2,5,6,16","1,2,7,8","1:2,2:3,3:2,4:1,5:2,6:3,7:2,8:1,9:2,10:2,11:2,12:3","1","6,8","7",1,"1:3,2:3,3:1,4:3,5:3,6:3,7:2,8:2","1:3,2:3,3:2,4:3,5:3,6:2,7:2","Sub-Saharan Africa"
1899,"7","1:2,2:2,3:1,4:2,5:0,6:0,7:2,8:3,9:3,10:1,11:1,12:3,13:2,14:0,15:1,16:3,17:3,18:1,19:0,20:1,21:1,22:0,23:0,24:0,25:1","21,23,24","4,15","1,2,5,8,9,10,11,14","2,5,11,12,16","21","1:1,2:3,3:2,4:1,5:3,6:3,7:3,8:3,9:2,10:2,11:1,12:3","1","6,8","8",1,"1:3,2:2,3:1,4:2,5:2,6:3,7:0,8:2","1:3,2:3,3:0,4:2,5:3,6:0,7:3","Sub-Saharan Africa"
1900,"1,3","1:3,2:3,3:3,8:3","4,16,18,23,24","13,15","1,3,14,17","2,14,16","22","1:3,2:3,3:3,4:3,7:3","1","6,8","8",6,"1:3,4:3","null","Middle East and North Africa"
1901,"1,2,3,5","3:3,4:3,5:1,6:3,7:3,8:3,9:3,10:2,11:3,12:3,13:2,14:1,15:2,16:3,17:3,18:2,19:1,20:1,21:2,22:2,23:3,24:3,25:3","1,2,4,23,24","1,4,6,15","1,2,3,5,7,8,10,12,13,14,15,17,18,19,20,21","2,7,8,16","2,4,9,11,16,17,18,19,20,21","1:3,2:2,3:3,4:2,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3","1,2","6,8","6",1,"1:3,2:3,3:3,4:3,6:2,7:3,8:3","1:3,2:3,3:3,4:2,5:3,6:3,7:3","Sub-Saharan Africa"
1902,"1,2,3,6","1:3,2:3,3:1,4:1,5:1,6:2,7:1,8:2,9:1,10:1,11:1,12:2,13:0,14:0,15:2,16:3,17:2,18:1,19:0,20:0,21:1,22:1,23:0,24:0,25:1","1,2,3,4,5,6,7,8,9,10,14,23,24","1,4,9,15","1,2,10,11,14","2,16","2,4","1:3,2:3,3:3,4:2,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3","1","2,3,4,8","5",1,"1:3,2:3,3:2,4:2,5:2,6:2,7:2,8:2","1:3,2:2,3:0,4:1,5:3,6:1,7:2","Sub-Saharan Africa"
1904,"7","1:3,2:3,3:1,4:1,5:0,6:0,7:0,8:3,9:2,10:3,11:1,12:2,13:1,14:0,15:2,16:3,17:3,18:2,19:0,20:1,21:1,22:2,23:3,24:2,25:2","4,8,18,23,24","4,15","1,2,5,14,17,20","2,12,16","4,18,21","1:3,2:3,3:1,4:1,5:3,6:3,7:3,8:1,9:3,10:0,11:0,12:3","1","6,8","7",1,"1:3,2:3,3:0,4:1,5:0,6:0,7:0,8:1","1:3,2:3,3:0,4:2,5:0,6:0,7:1","Sub-Saharan Africa"
1905,"1","1:2,2:3,3:0,4:3,5:0,6:0,7:1,8:3,9:2,10:2,11:3,12:3,13:2,14:0,15:2,16:3,17:3,18:1,19:0,20:0,21:2,22:2,23:1,24:0,25:2","1,2,4,5,6,7,8,9,13,14,15,20,23,24","1,4,9,15","1,2,8,9,13,16,18,19,20","2,11,16","2,4,6,20,21","1:2,2:3,3:2,4:2,5:1,6:3,7:3,8:3,9:2,10:1,11:1,12:3","1","6,8","8",4,"1:2,2:3,3:1,4:1,5:1,6:3,7:2,8:2","1:3,2:3,3:2,4:0,5:2,6:0,7:0","Sub-Saharan Africa"
1906,"1,2,3,4,6","1:0,2:2,3:2,4:2,5:0,6:0,7:0,8:1,9:1,10:1,11:1,12:0,13:1,14:0,15:1,16:2,17:0,18:0,19:0,20:0,21:0,22:0,23:0,24:2,25:2","1,2,3,4,5,6,7,8,17,19,23,24","1,15","1,2,3,5,8,10,11,12,18,19,20","2,16","1,2,8","1:3,2:3,3:3,4:1,5:0,6:2,7:3,8:1,9:1,10:0,11:1,12:2","1,4","6,8","8",6,"1:3,2:2,3:2,4:2,5:0,6:3,7:2,8:2","1:3,2:0,3:0,4:0,5:2,6:0,7:0","Sub-Saharan Africa"
1907,"1,3,6","1:1,2:3,3:1,4:2,5:2,6:0,7:0,8:1,9:3,10:2,11:3,12:3,13:2,14:0,15:2,16:3,17:2,18:0,19:0,20:0,21:0,22:0,23:0,24:0,25:3","6,10,19,23,24","1,4,9,15","1,2,5,10,12,14,18,20","2,11,13,16","2,5,17,18,21","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:1,11:0,12:2","1","6,8","8",1,"1:3,2:3,3:2,4:2,5:2,6:3,7:2,8:2","1:3,2:3,3:1,4:1,5:2,6:1,7:1","Sub-Saharan Africa"
1909,"1,2,3,4","1:3,2:3,3:3,4:3,5:2,6:1,7:0,8:3,9:2,10:1,11:3,12:3,13:2,14:0,15:1,16:3,17:2,18:1,19:0,20:0,21:2,22:3,23:3,24:0,25:3","4,6,16,23,24","1,4,9,15","1,2,9,10,14,17","1,2,4,5,7,16","1,2,3,4,5,6,7,8,9,14,18,19,20,21","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:1,9:3,10:1,11:3,12:3","1,4","6,8","7",1,"1:3,2:3,3:0,4:3,5:2,6:3,7:1,8:2","1:3,2:3,3:0,4:2,5:1,6:0,7:0","Sub-Saharan Africa"
1910,"3,5,6","1:3,2:2,3:2,4:3,5:1,6:1,7:2,8:3,9:2,10:2,11:3,12:3,13:2,14:0,15:1,16:3,17:3,18:1,19:2,20:2,21:3,22:3,23:2,24:1,25:3","2,10,23,24","1,4,12,15","1,2,5,9,10,11,15,17,18,20,21","2,7,11,16","1,2,3,4,6,7,8,11,16,17,18,19,20,21","1:3,2:3,3:2,4:3,5:3,6:3,7:2,8:2,9:3,10:1,11:1,12:3","1","6,8","5",1,"1:2,2:2,3:2,4:3,5:2,6:3,7:2,8:2","1:3,2:2,3:1,4:3,5:1,6:1,7:1","Sub-Saharan Africa"
1911,"1,3,4,5,6","1:3,2:3,3:0,4:1,5:0,6:0,7:2,8:3,9:3,10:3,11:3,12:2,13:1,14:0,15:3,16:3,17:3,18:1,19:2,20:0,21:3,22:3,23:2,24:0,25:0","6,16,19,23,24","1,2,3,4,7,8,9,15","1,2,7,9,13,17,18,21","2,11,12,16","1,2,3,4,5,6,7,8,11,12,14,17,18,19,20,21","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:1,11:1,12:2","1,4","6,8","8",1,"1:3,2:3,3:1,4:3,5:2,6:3,7:2,8:2","1:3,2:3,3:1,4:3,5:3,6:1,7:1","Sub-Saharan Africa"
1913,"7","1:2,2:3,3:1,4:0,5:0,6:0,7:1,8:2,9:3,10:2,11:1,12:1,13:0,14:0,15:2,16:3,17:2,18:0,19:0,20:0,21:2,22:2,23:2,24:1,25:1","1,2,5,23,24","1,4,6,15","1,5,8,10,12,16,18,20","2,13,16","4,5","1:3,2:3,3:3,4:2,5:3,6:3,7:3,8:3,9:3,10:2,11:2,12:2","1","6,8","8",1,"1:3,2:2,3:2,4:2,5:2,6:3,7:3,8:3","1:3,2:2,3:3,4:0,5:3,6:0,7:0","Sub-Saharan Africa"
1914,"3","1:1,2:0,3:0,4:0,5:0,6:0,7:0,8:1,9:2,10:1,11:0,12:0,13:0,14:0,15:1,16:0,17:0,18:0,19:0,20:0,21:0,22:0,23:2,24:0,25:1","1,2,3,5,7,10,23,24","1,2,4,15","1,2,3,12,16,17,18,20","14,16","22","1:3,2:3,3:3,4:2,5:3,6:1,7:3,8:2,9:1,10:2,11:0,12:1","1","6,8","8",6,"1:3,2:1,3:0,4:2,5:1,6:3,7:3,8:3","1:2,2:0,3:0,4:1,5:3,6:3,7:1","Sub-Saharan Africa"
1915,"4,5,6","1:1,2:3,3:1,4:1,5:1,6:1,7:1,8:3,9:3,10:3,11:3,12:2,13:2,14:0,15:3,16:3,17:3,18:3,19:0,20:0,21:2,22:2,23:2,24:2,25:3","1,2,5,11,14,17,19,23,24","1,4,15","1,2,10,12,14,17,19,20","1,2,11,16","1,4,6,8,9,12,21","1:3,2:2,3:3,4:1,5:1,6:3,7:3,8:2,9:3,10:3,11:3,12:3","1","6,8","5",1,"1:3,2:1,3:3,4:1,5:0,6:3,7:2,8:2","1:3,2:3,3:3,4:2,5:2,6:1,7:1","Sub-Saharan Africa"
